ID,Rob2 Joint 4.3,Rob1 Supply,Rob2 Joint 2.4,Sub-Part 1.3,Sub-Part 1.1,Rob2 Joint 4.1,Rob2 Joint 4.4,Rob1 Joint 2,Rob2 Joint 1.1,Rob2 Joint 1.2,Rob1 Max Vel,Rob2 Joint 2.2,Rob2 Vacuum,EoL,Rob2 Joint 2.3,Rob2 Joint 1.3,Sub-Part 1.2,Rob2 Joint 3.2,Sub-Part 2,Rob2 Max Vel,Rob2 Joint 1.4,Rob2 Joint 3.4,Rob1 Joint 1,Rob1 Joint 3,Sub-Part 3,Rob2 Supply,Rob2 Joint 2.1,Rob2 Joint 4.2,Rob1 Vacuum,Sub-Part 1.4,Rob2 Joint 3.3,Rob1 Joint 4,Rob2 Joint 3.1,Rob2 Joint 4.3,Rob1 Supply,Rob2 Joint 2.4,Sub-Part 1.3,Sub-Part 1.1,Rob2 Joint 4.1,Rob2 Joint 4.4,Rob1 Joint 2,Rob2 Joint 1.1,Rob2 Joint 1.2,Rob1 Max Vel,Rob2 Joint 2.2,Rob2 Vacuum,EoL,Rob2 Joint 2.3,Rob2 Joint 1.3,Sub-Part 1.2,Rob2 Joint 3.2,Sub-Part 2,Rob2 Max Vel,Rob2 Joint 1.4,Rob2 Joint 3.4,Rob1 Joint 1,Rob1 Joint 3,Sub-Part 3,Rob2 Supply,Rob2 Joint 2.1,Rob2 Joint 4.2,Rob1 Vacuum,Sub-Part 1.4,Rob2 Joint 3.3,Rob1 Joint 4,Rob2 Joint 3.1
2,0.0,99.763959812526,0.0,0.6171875,0.6328125,0.0,0.0,0.0,0.0,0.0,1.954627255729,0.0,0,0.7421875,0.0,0.0,0.6328125,0.0,0.7421875,1.9835399820208,0.0,0.0,0.0,0.0,0.7578125,99.661326173445,0.0,0.0,0,0.65625,0.0,0.0,0.0,0.0,99.763959812526,0.0,0.6171875,0.6328125,0.0,0.0,0.0,0.0,0.0,1.954627255729,0.0,0,0.7421875,0.0,0.0,0.6328125,0.0,0.7421875,1.9835399820208,0.0,0.0,0.0,0.0,0.7578125,99.661326173445,0.0,0.0,0,0.65625,0.0,0.0,0.0
2,1.2365825703433,99.748214969129,0.089023331220743,0.625,0.609375,1.9482161226947,1.5010763693559,2.4865044169204,2.1696705566705,-0.12889293561813,2.0145812076822,-0.69133434694539,0,0.7734375,-0.84853741040448,1.3931739715987,0.6328125,-2.9346687668738,0.7734375,2.0031415889511,1.2865082422079,-2.099952144629,-2.0341018739933,-0.5706053986658,0.78125,99.661326173445,0.512673766851,1.8131235244184,0,0.640625,-2.3395669531609,-0.16698322025693,-2.4187406395017,1.2365825703433,99.748214969129,0.089023331220743,0.625,0.609375,1.9482161226947,1.5010763693559,2.4865044169204,2.1696705566705,-0.12889293561813,2.0145812076822,-0.69133434694539,0,0.7734375,-0.84853741040448,1.3931739715987,0.6328125,-2.9346687668738,0.7734375,2.0031415889511,1.2865082422079,-2.099952144629,-2.0341018739933,-0.5706053986658,0.78125,99.661326173445,0.512673766851,1.8131235244184,0,0.640625,-2.3395669531609,-0.16698322025693,-2.4187406395017
2,3.8369191463541,99.748214969129,-2.2845906892202,0,0,4.3823513792267,4.6748926991464,6.1473946187959,7.0268589071288,1.296930839105,1.9779728570691,-3.5504882324234,0,0.625,-5.381699574003,4.0339217767041,0,-9.081712835439,0,2.0017164749154,3.4855699635243,-6.8519658748661,-4.7520517532289,2.533446130415,0,99.972000793363,-1.9253639180131,4.7608639558184,0,0,-7.3048745512088,-2.7145439853526,-6.5735229639434,3.8369191463541,99.748214969129,-2.2845906892202,0,0,4.3823513792267,4.6748926991464,6.1473946187959,7.0268589071288,1.296930839105,1.9779728570691,-3.5504882324234,0,0.625,-5.381699574003,4.0339217767041,0,-9.081712835439,0,2.0017164749154,3.4855699635243,-6.8519658748661,-4.7520517532289,2.533446130415,0,99.972000793363,-1.9253639180131,4.7608639558184,0,0,-7.3048745512088,-2.7145439853526,-6.5735229639434
2,2.9381719344231,99.748214969129,-5.0567817500015,0,0,2.1402175805348,3.8721802564249,6.0224603781291,7.9611810994481,2.4356376498067,1.9779728570691,-7.6652035318329,0,0.640625,-8.4537284021283,5.0237910295684,0,-9.3008827780936,0,2.0054146775566,4.7190451887829,-7.0922963613925,-4.122032994283,4.4366141637689,0,99.972000793363,-4.6008611903123,4.3916034609808,0,0,-6.2406525985255,-3.8882596019191,-6.2696419971529,2.9381719344231,99.748214969129,-5.0567817500015,0,0,2.1402175805348,3.8721802564249,6.0224603781291,7.9611810994481,2.4356376498067,1.9779728570691,-7.6652035318329,0,0.640625,-8.4537284021283,5.0237910295684,0,-9.3008827780936,0,2.0054146775566,4.7190451887829,-7.0922963613925,-4.122032994283,4.4366141637689,0,99.972000793363,-4.6008611903123,4.3916034609808,0,0,-6.2406525985255,-3.8882596019191,-6.2696419971529
2,1.6366357110073,99.748214969129,-7.5881106629614,0,0,0.083035209308787,2.5126621347197,4.9597116305436,7.8399555749954,3.4651444275461,1.9693076656338,-10.449439045031,0,0.21875,-9.6795008563798,5.6268189161232,0,-6.4835906673639,0,2.0017164749154,5.5574135876737,-5.7889267455864,-3.001884048097,5.9788642004954,0,99.972000793363,-6.9823734373489,3.5489268407098,0,0,-3.52840030529,-4.7963551472371,-4.6937254340694,1.6366357110073,99.748214969129,-7.5881106629614,0,0,0.083035209308787,2.5126621347197,4.9597116305436,7.8399555749954,3.4651444275461,1.9693076656338,-10.449439045031,0,0.21875,-9.6795008563798,5.6268189161232,0,-6.4835906673639,0,2.0017164749154,5.5574135876737,-5.7889267455864,-3.001884048097,5.9788642004954,0,99.972000793363,-6.9823734373489,3.5489268407098,0,0,-3.52840030529,-4.7963551472371,-4.6937254340694
2,0.35604791461964,99.748214969129,-8.9206292001965,0,0,-1.4239361498109,1.143506971151,3.3487626168715,7.3690893410015,4.3411145199148,1.9779728570691,-10.299629497877,0,0.2109375,-9.2522961790175,5.888717723681,0,-2.8350629423644,0,1.9954088662985,6.0130547612353,-3.4806135665729,-1.8025216639318,6.8892446539718,0,99.972000793363,-8.4506039062983,2.5280178003789,0,0,-0.92636175197274,-5.4032407674046,-2.3625797451971,0.35604791461964,99.748214969129,-8.9206292001965,0,0,-1.4239361498109,1.143506971151,3.3487626168715,7.3690893410015,4.3411145199148,1.9779728570691,-10.299629497877,0,0.2109375,-9.2522961790175,5.888717723681,0,-2.8350629423644,0,1.9954088662985,6.0130547612353,-3.4806135665729,-1.8025216639318,6.8892446539718,0,99.972000793363,-8.4506039062983,2.5280178003789,0,0,-0.92636175197274,-5.4032407674046,-2.3625797451971
2,-2.4295885536147,99.748214969129,-8.4604356097727,0,0,-1.7840172568346,-0.17796356097041,1.2855702909102,3.4212037936632,4.6452824004358,1.9776029483168,-8.3705881288022,0,0.2109375,-5.7514715607407,4.1118933224827,0,-0.063412015456407,0,1.9973982073478,5.8484556316276,-1.0034732392484,-0.49338570028274,5.6277771270675,0,99.972000793363,-4.2020746687693,1.3517165652204,0,0,3.7970835982817,-4.5122453645276,0.24521673260774,-2.4295885536147,99.748214969129,-8.4604356097727,0,0,-1.7840172568346,-0.17796356097041,1.2855702909102,3.4212037936632,4.6452824004358,1.9776029483168,-8.3705881288022,0,0.2109375,-5.7514715607407,4.1118933224827,0,-0.063412015456407,0,1.9973982073478,5.8484556316276,-1.0034732392484,-0.49338570028274,5.6277771270675,0,99.972000793363,-4.2020746687693,1.3517165652204,0,0,3.7970835982817,-4.5122453645276,0.24521673260774
2,0.0,99.748214969129,-4.5332076418501,0,0,-1.1471255681723,-2.5848332850885,-2.5583402231128,0.88483851224486,2.9815948036989,1.9776029483168,-4.2844598029015,0,0.2109375,0.0,0.0,0,4.0259107464618,0,2.0221831572501,3.3470073120107,3.695690211678,1.9568830964989,2.3147357942285,0,99.828508290776,-1.1808372507496,-1.9877480166802,0,0,0.0,-1.9483250662414,1.9221163252102,0.0,99.748214969129,-4.5332076418501,0,0,-1.1471255681723,-2.5848332850885,-2.5583402231128,0.88483851224486,2.9815948036989,1.9776029483168,-4.2844598029015,0,0.2109375,0.0,0.0,0,4.0259107464618,0,2.0221831572501,3.3470073120107,3.695690211678,1.9568830964989,2.3147357942285,0,99.828508290776,-1.1808372507496,-1.9877480166802,0,0,0.0,-1.9483250662414,1.9221163252102
2,1.6379705592934,99.635413755697,0.0,0,0,-3.6249103913713,0.0,0.0,3.1111365278478,0.0,2.011152090666,0.0,90.087845498405,0.21875,1.8568598154286,-1.4232489835603,0,0.0,0,2.0048889184754,0.0,0.0,0.0,0.0,0,99.674429172861,-4.1068139371756,0.0,89.238667128909,0,-1.7952265495132,0.0,5.4822696275405,1.6379705592934,99.635413755697,0.0,0,0,-3.6249103913713,0.0,0.0,3.1111365278478,0.0,2.011152090666,0.0,90.087845498405,0.21875,1.8568598154286,-1.4232489835603,0,0.0,0,2.0048889184754,0.0,0.0,0.0,0.0,0,99.674429172861,-4.1068139371756,0.0,89.238667128909,0,-1.7952265495132,0.0,5.4822696275405
2,4.0207337916995,99.635413755697,2.0317567002523,0,0,0.0,1.7850506996176,1.3314136599378,0.0,-1.567784226087,1.9776029483168,2.0165879046034,90.087845498405,0.2109375,4.0365994806802,-3.1797607436225,0,-1.9623744272334,0,1.9877902659967,-1.5555037717344,-2.0052026523193,-1.3765696904402,-1.3049082659852,0,99.674429172861,0.0,1.8235014376099,89.238667128909,0,-5.0965221904369,1.1378397221729,0.0,4.0207337916995,99.635413755697,2.0317567002523,0,0,0.0,1.7850506996176,1.3314136599378,0.0,-1.567784226087,1.9776029483168,2.0165879046034,90.087845498405,0.2109375,4.0365994806802,-3.1797607436225,0,-1.9623744272334,0,1.9877902659967,-1.5555037717344,-2.0052026523193,-1.3765696904402,-1.3049082659852,0,99.674429172861,0.0,1.8235014376099,89.238667128909,0,-5.0965221904369,1.1378397221729,0.0
2,1.2099998724604,99.635413755697,3.9533761469147,0,0,2.0022404752288,3.9612019202484,4.6272311696753,-1.7489628673579,-3.1120448895486,1.9779728570691,3.8923779851334,90.087845498405,0.2109375,3.4994254723783,-2.6772872588038,0,-4.9404800443677,0,1.9904275700201,-3.1189358474991,-5.0109998439952,-4.194797765136,-3.611254925728,0,99.674429172861,2.2429056356437,3.9797424542395,89.238667128909,0,-1.080098757528,3.214645130697,-2.372457210301,1.2099998724604,99.635413755697,3.9533761469147,0,0,2.0022404752288,3.9612019202484,4.6272311696753,-1.7489628673579,-3.1120448895486,1.9779728570691,3.8923779851334,90.087845498405,0.2109375,3.4994254723783,-2.6772872588038,0,-4.9404800443677,0,1.9904275700201,-3.1189358474991,-5.0109998439952,-4.194797765136,-3.611254925728,0,99.674429172861,2.2429056356437,3.9797424542395,89.238667128909,0,-1.080098757528,3.214645130697,-2.372457210301
2,-0.27465823699988,99.748214969129,3.7189180039367,0,0,3.819341482023,2.0852057241125,0.32977843026996,-2.9739661866475,-2.4768954388216,2.0145812076822,3.3596177639952,90.087845498405,0.2109375,8.3978676055038,-5.896083495965,0,-1.2997970075514,0,2.0157578973437,-3.1775079568145,-0.5197653818208,-0.52350712741062,-2.6911352824759,0,99.674429172861,3.6987949416306,0.85650905635829,90.00952576943,0,1.20308053847,2.3020588287565,-4.8175915237874,-0.27465823699988,99.748214969129,3.7189180039367,0,0,3.819341482023,2.0852057241125,0.32977843026996,-2.9739661866475,-2.4768954388216,2.0145812076822,3.3596177639952,90.087845498405,0.2109375,8.3978676055038,-5.896083495965,0,-1.2997970075514,0,2.0157578973437,-3.1775079568145,-0.5197653818208,-0.52350712741062,-2.6911352824759,0,99.674429172861,3.6987949416306,0.85650905635829,90.00952576943,0,1.20308053847,2.3020588287565,-4.8175915237874
2,-1.612730889147,99.748214969129,8.0936969317979,0,0,0.087367935492156,1.1294491987686,-2.1215402912745,-2.0059029482589,-5.67217058972,1.9693076656338,8.6171012372861,90.087845498405,0,8.6469135710262,-5.7912425087796,0,0.57346744741241,0,1.9877902659967,-7.003857983415,1.9488937551128,1.265457872734,-6.6565913563282,0,99.674429172861,3.0009516060613,-0.59839930872584,90.00952576943,0,3.5585497407979,5.4006889924964,-1.4123221615075,-1.612730889147,99.748214969129,8.0936969317979,0,0,0.087367935492156,1.1294491987686,-2.1215402912745,-2.0059029482589,-5.67217058972,1.9693076656338,8.6171012372861,90.087845498405,0,8.6469135710262,-5.7912425087796,0,0.57346744741241,0,1.9877902659967,-7.003857983415,1.9488937551128,1.265457872734,-6.6565913563282,0,99.674429172861,3.0009516060613,-0.59839930872584,90.00952576943,0,3.5585497407979,5.4006889924964,-1.4123221615075
2,-2.963596718318,99.748214969129,7.2227750718035,0,0,-1.8296345032741,-0.37396694101212,-3.8869138840462,-4.677572592603,-5.4403234621417,1.9776029483168,9.4218456353808,89.79666693363,0,7.4407868990607,-5.1909304534842,0,3.0367277640772,0,2.0031113589364,-7.4576745321005,4.1967816820083,2.5131066574008,-6.4778246845895,0,99.846794898388,8.4175432418594,-1.9121346917045,90.00952576943,0,5.7988426974614,5.1088670980916,0.18615774775308,-2.963596718318,99.748214969129,7.2227750718035,0,0,-1.8296345032741,-0.37396694101212,-3.8869138840462,-4.677572592603,-5.4403234621417,1.9776029483168,9.4218456353808,89.79666693363,0,7.4407868990607,-5.1909304534842,0,3.0367277640772,0,2.0031113589364,-7.4576745321005,4.1967816820083,2.5131066574008,-6.4778246845895,0,99.846794898388,8.4175432418594,-1.9121346917045,90.00952576943,0,5.7988426974614,5.1088670980916,0.18615774775308
2,-4.2022989728131,99.748214969129,5.2303095250942,0,0,-3.0316456530464,-2.2650544208513,-5.3207790628428,-4.0451559037937,-4.7331872275364,1.9779728570691,8.7072393764621,89.79666693363,0,5.0249911032107,-4.2428531100404,0,5.7758855233149,0,2.0407470169227,-7.4276794905871,5.8768276646357,3.6825583237694,-5.4074550315413,0,99.846794898388,10.032928431324,-3.1820159305001,90.00952576943,0,7.0883508715989,4.305195541278,2.929139206273,-4.2022989728131,99.748214969129,5.2303095250942,0,0,-3.0316456530464,-2.2650544208513,-5.3207790628428,-4.0451559037937,-4.7331872275364,1.9779728570691,8.7072393764621,89.79666693363,0,5.0249911032107,-4.2428531100404,0,5.7758855233149,0,2.0407470169227,-7.4276794905871,5.8768276646357,3.6825583237694,-5.4074550315413,0,99.846794898388,10.032928431324,-3.1820159305001,90.00952576943,0,7.0883508715989,4.305195541278,2.929139206273
2,-4.6119803030586,99.748214969129,2.731989976864,0,0,-4.0299804408018,-4.3271659382846,-6.1722412252402,-3.0159681370259,-3.7139664892895,1.9776029483168,6.0850461059352,89.79666693363,0,2.2889515144112,-2.9992431086869,0,7.377614591971,0,2.000723688837,-6.566150697279,6.5005955703551,4.6521265877001,-3.7900961788197,0,99.846794898388,10.198204811711,-4.1308811769454,90.00952576943,0,6.595090077733,3.2533967903125,6.6307738028599,-4.6119803030586,99.748214969129,2.731989976864,0,0,-4.0299804408018,-4.3271659382846,-6.1722412252402,-3.0159681370259,-3.7139664892895,1.9776029483168,6.0850461059352,89.79666693363,0,2.2889515144112,-2.9992431086869,0,7.377614591971,0,2.000723688837,-6.566150697279,6.5005955703551,4.6521265877001,-3.7900961788197,0,99.846794898388,10.198204811711,-4.1308811769454,90.00952576943,0,6.595090077733,3.2533967903125,6.6307738028599
2,-1.5462685950697,99.51526562705,0.14520426511595,0,0,-4.7855394711323,-1.697592999402,-4.91223270064,-1.8932613749386,-0.50986115691713,2.0141325351717,0.13126741527269,89.79666693363,0,-0.80458991897312,0.020234840332183,0,3.512990964397,0,2.0048889184754,-3.6241689486202,2.6450727339296,3.9617177927785,-1.695178967433,0,99.846794898388,7.4510924242217,-2.1679203294775,89.103426884807,0,1.9657081755296,1.9306192285622,9.5256814600716,-1.5462685950697,99.51526562705,0.14520426511595,0,0,-4.7855394711323,-1.697592999402,-4.91223270064,-1.8932613749386,-0.50986115691713,2.0141325351717,0.13126741527269,89.79666693363,0,-0.80458991897312,0.020234840332183,0,3.512990964397,0,2.0048889184754,-3.6241689486202,2.6450727339296,3.9617177927785,-1.695178967433,0,99.846794898388,7.4510924242217,-2.1679203294775,89.103426884807,0,1.9657081755296,1.9306192285622,9.5256814600716
2,-2.3508165502547,99.580829281145,-1.9232761272533,0,0,-4.8811234814243,-1.3782511740144,-1.4310637210727,-0.72587768524515,3.7128884043655,1.993946831622,-7.1470585613811,89.891552248974,0,-6.0482530545493,4.189768773166,0,3.3991432007673,0,2.0120220697171,2.6732079522517,0.95569637345824,1.256449865306,1.5526474611624,0,99.757341870709,3.42361393474,-2.4067951143667,89.103426884807,0,2.6596508550493,-1.0785925373316,9.0128271179503,-2.3508165502547,99.580829281145,-1.9232761272533,0,0,-4.8811234814243,-1.3782511740144,-1.4310637210727,-0.72587768524515,3.7128884043655,1.993946831622,-7.1470585613811,89.891552248974,0,-6.0482530545493,4.189768773166,0,3.3991432007673,0,2.0120220697171,2.6732079522517,0.95569637345824,1.256449865306,1.5526474611624,0,99.757341870709,3.42361393474,-2.4067951143667,89.103426884807,0,2.6596508550493,-1.0785925373316,9.0128271179503
2,-3.1447460066263,99.580829281145,-5.1993286292273,0,0,-1.6183561074646,-4.178910734911,-3.5581279266183,0.52944040644024,3.9320936854699,2.0143563001207,-6.4258230540165,89.891552248974,0,-5.7533047725044,4.3026387316176,0,4.0388941010775,0,1.9904275700201,6.8049473110343,3.210501970341,3.2683542700993,5.2457196617193,0,99.757341870709,-0.95586394830703,-3.0654153196049,89.103426884807,0,3.5579335279827,-4.3903062404127,2.628664969569,-3.1447460066263,99.580829281145,-5.1993286292273,0,0,-1.6183561074646,-4.178910734911,-3.5581279266183,0.52944040644024,3.9320936854699,2.0143563001207,-6.4258230540165,89.891552248974,0,-5.7533047725044,4.3026387316176,0,4.0388941010775,0,1.9904275700201,6.8049473110343,3.210501970341,3.2683542700993,5.2457196617193,0,99.757341870709,-0.95586394830703,-3.0654153196049,89.103426884807,0,3.5579335279827,-4.3903062404127,2.628664969569
2,0.0,99.580829281145,0.0,0,0,-2.2777033834021,0.0,0.0,3.3542654724413,0.0,1.9980316130341,0.0,0,0,0.0,0.0,0,0.0,0,1.992523619742,0.0,0.0,0.0,0.0,0,99.634210378265,-8.1859338246052,0.0,0,0,0.0,0.0,3.4240164648649,0.0,99.580829281145,0.0,0,0,-2.2777033834021,0.0,0.0,3.3542654724413,0.0,1.9980316130341,0.0,0,0,0.0,0.0,0,0.0,0,1.992523619742,0.0,0.0,0.0,0.0,0,99.634210378265,-8.1859338246052,0.0,0,0,0.0,0.0,3.4240164648649
2,1.4038441129979,99.580829281145,1.2709474717407,0,0,-3.496645015617,1.2596860179636,1.6216135691797,3.9783747629066,-1.6645128658341,1.993946831622,2.295915187306,0,0,2.0607943131967,-1.8030131475053,0,-1.6926608197659,0,2.0016015686132,-1.6822321019994,-1.0422623217434,-1.5138631282099,-2.033244503365,0,99.634210378265,-7.5687615057666,1.3630235783067,0,0,-1.554019355607,1.8934965005473,5.2370493160407,1.4038441129979,99.580829281145,1.2709474717407,0,0,-3.496645015617,1.2596860179636,1.6216135691797,3.9783747629066,-1.6645128658341,1.993946831622,2.295915187306,0,0,2.0607943131967,-1.8030131475053,0,-1.6926608197659,0,2.0016015686132,-1.6822321019994,-1.0422623217434,-1.5138631282099,-2.033244503365,0,99.634210378265,-7.5687615057666,1.3630235783067,0,0,-1.554019355607,1.8934965005473,5.2370493160407
